layer_name,num_elements,sparsity
_orig_mod.encoder.graph_layer_1.weight,13712209,0.018880984092351567
_orig_mod.encoder.graph_layer_1.bias,3703,0.0
_orig_mod.encoder.graph_layer_2.weight,473984,0.00021097758574129083
_orig_mod.encoder.graph_layer_2.bias,128,0.0
_orig_mod.encoder.decoder_1.weight,13712209,0.015621115459952515
_orig_mod.encoder.decoder_1.bias,3703,0.0
_orig_mod.encoder.decoder_2.weight,13712209,0.08288234229802069
_orig_mod.encoder.decoder_2.bias,3703,0.054010261949770454
_orig_mod.encoder.linear.weight,768,0.0
_orig_mod.encoder.linear.bias,6,0.0
