mode,train_time_sec,eval_time_sec,cpu_mem_mb,gpu_mem_mb,avg_input_sparsity
eager,22.65596604347229,0.45345640182495117,1228.02734375,74.28271484375,24.790949305117397
compiled,54.93170142173767,0.4582855701446533,1348.84765625,302.0146484375,24.854913537745976
