layer_name,num_elements,sparsity
encoder.graph_layer_1.weight,13712209,49.98045172736209
encoder.graph_layer_1.bias,3703,100.0
encoder.graph_layer_2.weight,473984,50.07595193086687
encoder.graph_layer_2.bias,128,100.0
encoder.decoder_1.weight,13712209,49.99705736690565
encoder.decoder_1.bias,3703,50.41857953011072
encoder.decoder_2.weight,13712209,49.98530142007024
encoder.decoder_2.bias,3703,50.63462057790981
encoder.linear.weight,768,52.473958333333336
encoder.linear.bias,6,50.0
