layer_name,num_elements,sparsity
encoder.graph_layer_1.weight,2053489,4.86976068535064e-05
encoder.graph_layer_1.bias,1433,100.0
encoder.graph_layer_2.weight,183424,0.0
encoder.graph_layer_2.bias,128,100.0
encoder.decoder_1.weight,2053489,4.86976068535064e-05
encoder.decoder_1.bias,1433,0.0
encoder.decoder_2.weight,2053489,4.86976068535064e-05
encoder.decoder_2.bias,1433,0.0
encoder.linear.weight,896,0.0
encoder.linear.bias,7,0.0
